120,39,245
202,53,107
162,111,17
48,215,235
155,79,205
246,11,2
171,56,155
68,130,15
216,142,132
150,70,41
14,239,212
67,28,139
192,19,122
9,106,99
248,63,11
240,29,171
222,44,73
203,83,13
156,67,134
59,59,123
11,98,13
180,252,252
23,179,237
194,85,146
130,50,226
225,64,246
212,198,177
54,69,142
100,49,113
156,115,223
231,236,249
216,182,50
238,158,171
7,201,178
79,187,13
78,219,170
170,235,251
38,13,235
116,149,21
255,220,182
216,54,30
194,132,239
106,90,12
153,68,4
189,165,184
135,214,11
160,123,179
76,97,7
151,131,108
79,102,85
87,6,141
146,94,75
137,128,10
13,163,172
212,95,54
72,57,115
129,160,90
119,229,175
188,43,22
136,244,76
16,214,150
170,174,244
66,140,28
4,80,252
212,154,72
135,86,82
224,226,169
23,193,5
21,60,38
30,240,204
163,187,109
181,145,119
35,184,121
223,102,154
66,167,49
41,92,183
228,97,162
228,214,111
106,213,4
54,245,97
10,195,141
84,12,38
90,116,144
134,14,95
244,91,79
99,168,150
254,230,42
188,193,234
59,14,73
17,202,79
21,132,178
208,22,123
137,226,74
181,110,203
141,63,187
223,162,197
199,63,182
157,227,38
58,9,187
25,221,43
240,75,83
16,90,220
110,20,113
160,68,241
159,142,252
133,81,69
84,196,246
46,138,30
60,176,194
63,92,4
125,155,10
174,147,167
115,78,215
55,100,198
194,61,130
81,130,181
142,17,240
211,204,179
206,165,210
118,91,218
193,184,128
237,66,142
237,85,147
10,248,234
120,59,251
113,217,132
190,171,99
59,202,232
15,154,43
18,72,172
90,189,230
121,89,172
161,9,194
231,135,248
222,187,132
146,187,153
201,47,35
118,68,8
70,73,116
121,42,186
110,103,172
17,93,40
118,73,28
26,31,85
195,58,209
229,99,78
211,155,33
108,39,236
141,19,188
109,42,123
117,108,83
39,166,146
70,141,102
58,255,36
77,92,28
137,72,5
172,158,112
130,96,95
103,209,112
151,170,132
148,82,22
157,250,239
164,168,7
191,66,10
40,200,166
7,165,195
123,75,244
16,31,237
14,127,197
211,49,27
62,204,184
7,143,222
116,248,96
139,215,99
216,127,85
99,79,236
5,201,43
79,193,186
134,230,79
126,187,243
131,134,22
198,123,228
92,27,150
149,131,236
70,79,135
117,32,133
189,227,42
18,109,32
59,158,127
94,1,105
253,85,14
71,208,116
250,209,106
76,148,154
208,236,250
44,207,183
239,135,95
117,36,37
54,28,13
191,208,14
