34,101,172
17,50,86
8,153,43
132,204,21
194,102,138
97,179,197
176,89,98
216,172,49
108,86,24
54,43,12
27,21,6
141,138,131
198,197,193
227,98,224
241,49,112
120,24,184
60,12,92
158,6,174
207,131,87
231,193,171
98,115,117
49,57,186
24,156,93
12,206,46
6,103,23
131,51,139
193,25,69
224,140,34
112,70,17
184,163,8
92,209,132
174,104,194
87,180,97
171,90,176
85,45,216
170,150,108
213,75,54
234,37,27
245,18,141
250,137,198
99,35,36
177,145,146
88,72,201
44,164,100
22,210,178
11,233,217
5,116,236
2,58,118
1,29,59
128,14,157
64,7,78
32,3,39
16,129,19
136,192,9
196,96,4
226,48,130
113,152,65
56,76,160
28,38,80
142,147,168
247,241,183
251,120,219
253,60,237
126,158,246
191,207,123
95,231,189
47,115,94
151,57,175
203,156,215
101,206,235
50,103,117
153,51,186
204,25,93
102,140,46
179,70,23
89,163,139
172,209,69
86,104,34
43,180,17
21,90,8
250,121,105
125,188,52
62,222,26
159,239,13
79,247,134
167,251,195
83,253,225
41,126,240
20,191,248
10,95,124
133,47,190
66,151,223
33,203,111
144,101,183
200,50,219
228,153,237
242,204,246
249,102,123
252,179,189
254,89,94
46,188,251
23,222,253
139,239,126
69,247,191
34,251,95
17,253,47
8,126,151
132,191,203
194,95,101
97,47,50
176,151,153
216,203,204
108,101,102
54,50,179
27,153,89
141,204,172
198,102,86
227,179,43
241,89,21
120,172,138
182,250,235
91,125,117
173,62,186
214,159,93
107,79,46
53,167,23
154,83,139
77,41,69
166,20,34
211,10,17
105,133,8
52,66,132
26,33,194
13,144,97
134,200,176
195,228,216
225,242,108
240,249,54
248,252,27
124,254,141
166,170,172
211,213,86
105,234,43
52,245,21
26,250,138
13,125,197
134,62,98
195,159,49
225,79,24
240,167,12
248,83,6
124,41,131
190,20,193
223,10,224
111,133,112
183,66,184
219,33,92
237,144,174
246,200,87
123,228,171
240,240,251
248,248,253
124,124,126
190,190,191
223,223,95
111,111,47
183,183,151
219,219,203
237,237,101
246,246,50
123,123,153
189,189,204
94,94,102
175,175,179
215,215,89
235,235,172
117,117,86
186,186,43
93,93,21
46,46,138
40,100,111
148,178,183
74,217,219
165,236,237
82,118,246
169,59,123
84,157,189
42,78,94
149,39,175
202,19,215
229,9,235
114,4,117
185,130,186
220,65,93
238,160,46
119,80,23
187,168,139
221,212,69
110,106,34
55,181,17
117,173,111
186,214,183
93,107,219
46,53,237
23,154,246
139,77,123
69,166,189
34,211,94
17,105,175
8,52,215
132,26,235
194,13,117
97,134,186
176,195,93
216,225,46
108,240,23
54,248,139
27,124,69
141,190,34
198,223,17
117,176,188
186,216,222
93,108,239
46,54,247
23,27,251
139,141,253
69,198,126
34,227,191
17,241,95
8,120,47
132,60,151
194,158,203
97,207,101
176,231,50
216,115,153
108,57,204
54,156,102
27,206,179
141,103,89
198,51,172
230,230,225
243,243,240
121,121,248
188,188,124
222,222,190
239,239,223
247,247,111
251,251,183
253,253,219
126,126,237
191,191,246
95,95,123
47,47,189
151,151,94
203,203,175
101,101,215
50,50,235
153,153,117
204,204,186
102,102,93
101,177,176
50,88,216
153,44,108
204,22,54
102,11,27
179,5,141
89,2,198
172,1,227
86,128,241
43,64,120
21,32,60
138,16,158
197,136,207
98,196,231
49,226,115
24,113,57
12,56,156
6,28,206
131,142,103
193,71,51
62,246,117
159,123,186
79,189,93
167,94,46
83,175,23
41,215,139
20,235,69
10,117,34
133,186,17
66,93,8
33,46,132
144,23,194
200,139,97
228,69,176
242,34,216
249,17,108
252,8,54
254,132,27
255,194,141
127,97,198
251,170,62
253,213,159
126,234,79
191,245,167
95,250,83
47,125,41
151,62,20
203,159,10
101,79,133
50,167,66
153,83,33
204,41,144
102,20,200
179,10,228
89,133,242
172,66,249
86,33,252
43,144,254
21,200,255
138,228,127
240,115,40
248,57,148
124,156,74
190,206,165
223,103,82
111,51,169
183,25,84
219,140,42
237,70,149
246,163,202
123,209,229
189,104,114
94,180,185
175,90,220
215,45,238
235,150,119
117,75,187
186,37,221
93,18,110
46,137,55
111,247,50
183,251,153
219,253,204
237,126,102
246,191,179
123,95,89
189,47,172
94,151,86
175,203,43
215,101,21
