120,39,245
202,53,107
162,111,17
48,215,235
155,79,205
246,11,2
171,56,155
68,130,15
216,142,132
150,70,41
14,239,212
67,28,139
192,19,122
9,106,99
248,63,11
240,29,171
222,44,73
203,83,13
156,67,134
59,59,123
11,98,13
180,252,252
23,179,237
194,85,146
130,50,226
225,64,246
212,198,177
54,69,142
100,49,113
156,115,223
231,236,249
216,182,50
238,158,171
7,201,178
79,187,13
78,219,170
170,235,251
38,13,235
116,149,21
255,220,182
216,54,30
194,132,239
106,90,12
153,68,4
189,165,184
135,214,11
160,123,179
76,97,7
151,131,108
79,102,85
87,6,141
146,94,75
137,128,10
13,163,172
212,95,54
72,57,115
129,160,90
119,229,175
188,43,22
136,244,76
16,214,150
170,174,244
66,140,28
4,80,252
212,154,72
135,86,82
224,226,169
23,193,5
21,60,38
30,240,204
163,187,109
181,145,119
35,184,121
223,102,154
66,167,49
41,92,183
228,97,162
228,214,111
106,213,4
54,245,97
10,195,141
84,12,38
90,116,144
134,14,95
244,91,79
99,168,150
254,230,42
188,193,234
59,14,73
17,202,79
21,132,178
208,22,123
137,226,74
181,110,203
141,63,187
223,162,197
199,63,182
157,227,38
58,9,187
25,221,43
